numVotes,Frequency,AverageRating
1115,25,168.4
1116,32,217.60000000000005
1117,28,198.4
1118,40,287.90000000000003
1119,33,225.29999999999995
1120,42,279.09999999999997
1121,29,209.5
1122,28,197.59999999999997
1123,34,233.7
1124,28,188.39999999999998
1125,29,190.2
1126,29,208.6
1127,30,218.29999999999998
1128,57,381.8000000000001
1129,40,281.5
1130,31,200.70000000000002
1131,29,200.3
1132,34,242.50000000000006
1133,34,240.89999999999998
1134,36,248.29999999999995
1135,35,243.19999999999996
1136,38,258.3
1137,30,201.20000000000002
1138,34,236.0
1139,31,225.79999999999995
1140,24,177.79999999999998
1141,33,236.8
1142,35,236.8
1143,45,306.8
1144,31,211.4
1145,28,192.1
1146,25,166.29999999999998
1147,25,170.19999999999996
1148,36,260.79999999999995
1149,21,146.8
1150,30,210.3
1151,35,245.0
1152,36,250.60000000000002
1153,28,187.99999999999994
1154,29,202.00000000000003
1155,32,205.20000000000005
1156,29,189.1
1157,34,227.5
1158,34,240.29999999999993
1159,32,228.70000000000005
1160,34,226.09999999999997
1161,33,224.59999999999997
1162,28,202.4
1163,20,138.6
1164,45,316.3
1165,32,214.79999999999995
1166,26,193.20000000000002
1167,34,252.4
1168,34,228.69999999999996
1169,26,176.0
1170,27,184.09999999999997
1171,29,214.1
1172,25,173.49999999999994
1173,34,235.2
1174,29,187.80000000000004
1175,22,159.6
1176,30,210.8
1177,34,239.50000000000003
1178,31,212.89999999999998
1179,31,205.0
1180,39,281.5
1181,30,210.49999999999997
1182,20,125.59999999999998
1183,24,158.50000000000003
1184,38,258.69999999999993
1185,35,226.49999999999997
1186,20,132.6
1187,36,243.0999999999999
1188,26,175.19999999999996
1189,34,235.2
1190,28,186.5
1191,33,225.20000000000002
1192,18,119.3
1193,31,215.89999999999998
1194,27,177.09999999999997
1195,22,147.3
1196,33,231.80000000000004
1197,30,204.80000000000004
1198,31,213.59999999999997
1199,29,196.59999999999997
1200,36,255.29999999999995
1201,25,171.99999999999994
1202,25,172.2
1203,20,138.69999999999996
1204,25,163.5
1205,27,197.50000000000003
1206,30,230.1
1207,25,163.2
1208,34,241.10000000000005
1209,36,259.5
1210,29,193.39999999999995
1211,27,187.70000000000002
1212,30,208.8
1213,28,195.49999999999994
1214,31,202.60000000000002
1215,30,206.6
1216,23,151.10000000000002
1217,38,274.4
1218,34,235.70000000000005
1219,33,207.99999999999997
1220,38,260.09999999999997
1221,27,186.3
1222,20,143.2
1223,20,135.8
1224,27,188.89999999999998
